;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33
22;3.975319991;3.491122983;3.302809716;3.333022299;1.465053147;1.562840228;1.032701016;-1.52698122;-0.947475676;-4.383991884;-4.219370254;-6.268982803;-9.75822308;-9.248423574;-7.426912299;-7.588427752;-10.21391691;-11.6199697;-13.37520645;-11.28611853;-11.0549706;-9.632545361;-10.21337553;-8.775334574;-8.545639486;-13.41925296;-15.67175289;-15.4896629;-14.49555543;-12.24442468;-9.215372396;-5.939677053;-2.356319318
23;4.212610768;4.07184255;5.458708637;5.374808661;6.010139451;7.166058695;8.414001481;8.840976521;10.54641789;12.78306611;14.8413075;17.1510223;18.86146062;21.44532044;24.40583617;27.42986274;30.82211778;33.92883464;36.69785254;40.01653554;43.07971325;46.12819205;49.33790546;52.76747608;55.82757878;58.97597046;62.13539909;65.32286162;68.69887653;72.25096826;75.84449744;NA;NA
24;4.33674182;6.172041751;7.178817211;8.533384323;9.518425218;10.83719985;12.46012979;13.73208617;13.65044738;16.51590429;18.30051416;18.60552483;20.66166974;22.79458659;25.32058832;27.9790501;30.49917676;32.57430294;34.88955805;37.42755433;39.1089661;41.65042562;43.97503384;46.63144012;50.06356264;53.53664124;57.04964684;60.6688938;64.24945765;67.78724567;71.49747717;75.27470072;79.05548236
25;4.209324916;2.468520709;1.484357883;1.481548091;0.081090906;-4.106758476;-5.369967745;-5.772215925;-6.863837737;-8.958375265;-11.82954442;-13.5100123;-13.11740265;-13.45704859;-13.74460808;-13.86771904;-11.16207356;-8.720860643;-5.963275911;-4.69725251;-3.299521565;-2.862590324;-1.233450178;-0.440057488;0.563687605;2.230641911;4.376027892;5.97318108;8.742858514;11.83118893;15.25477766;NA;NA
26;4.809978151;4.073047837;5.986536024;5.589083419;5.683361161;6.394829631;6.323317609;6.314961247;5.796323425;5.415446239;3.516537301;2.581764649;2.623997667;-5.412445281;-13.51741266;-15.20994799;-23.72327086;-38.35502433;-44.73550163;-51.65839196;-51.47047989;-49.20526613;-46.11819122;-42.83233116;-39.50039527;-36.16819076;NA;NA;NA;NA;NA;NA;NA
27;1.155851057;1.011992715;0.123628467;-2.071434799;-2.328930489;-5.11853064;-4.872718944;-5.653611764;-4.199601651;-1.913646699;0.393179711;1.869988228;4.279022297;6.33573423;8.213537527;10.61882659;12.43742426;13.67472409;16.22263981;18.30695635;18.49925669;21.53659748;24.43113528;27.64369036;30.06213669;31.51888256;34.58615685;38.1927348;41.84044501;45.51097096;49.19759162;NA;NA
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Best;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Best under 21;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Best under 12;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Best under 5;;;;;;;;;;;;;;;;;;;;;;;;;;
