,Participant,Day,Mood,Valence,Arousal,Activity,Screen,Calls,SMS,Entertainment,Finance,Communication,Games,Office,Social,Travel,Utilities,Weather
12,1.0,33.0,7.4,0.6,0.0,0.07050548088338955,11836.834000349041,6.0,0.0,1758.9200000000003,41.255,5332.637000000001,51.176,0.0,1350.655,183.38100000000003,210.305,0.0
13,1.0,34.0,6.0,0.0,0.2,0.11844324271273603,17173.906002044678,1.0,0.0,1030.637,547.8259999999999,6095.526,234.741,92.388,5040.067000000002,1614.6209999999999,517.636,0.0
14,1.0,35.0,6.5,0.6666666666666666,0.3333333333333333,0.10191661063822348,21358.510999917988,4.0,0.0,1343.3759999999997,247.77700000000002,6920.155999999999,0.0,90.481,3428.792,0.0,341.371,0.0
15,1.0,36.0,6.4,0.0,-1.2,0.04923847270844107,21401.835000753403,4.0,0.0,1293.6309999999999,76.234,14438.081999999999,0.0,0.0,3154.241,19.082,182.77200000000002,0.0
16,1.0,37.0,6.2,0.4,0.2,0.12668931120732582,12379.411000013357,2.0,1.0,1545.2269999999999,0.0,5481.628,0.0,0.0,2086.197,158.24099999999999,128.692,0.0
17,1.0,38.0,6.8,0.6,-0.4,0.1190023022034455,3340.4309999942784,0.0,0.0,76.369,0.0,1885.409,0.0,0.0,363.20799999999997,187.94500000000002,118.956,0.0
18,1.0,39.0,6.5,0.5,-0.75,0.06440779944246815,7467.321999788284,4.0,0.0,187.214,0.0,3355.743,114.406,0.0,321.46,0.0,46.248999999999995,0.0
19,1.0,40.0,6.5,0.25,-0.6666666666666666,0.05067062117431789,9846.380999803541,1.0,0.0,447.121,46.128,7355.014999999999,0.0,17.107,1475.418,60.247,205.81100000000004,0.0
20,1.0,41.0,6.6,0.3333333333333333,-0.4,0.07532705826134849,15101.132001876831,1.0,0.0,3466.4790000000003,19.131,9477.553,0.0,0.0,2655.121,0.0,36.143,0.0
21,1.0,42.0,7.4,1.0,-0.8,0.12038411453232878,13558.28900098801,4.0,0.0,940.7699999999999,0.0,6177.076,0.0,0.0,2826.35,0.0,577.3590000000002,0.0
22,1.0,43.0,7.4,0.8,-0.4,0.07896310519489107,9296.09899926186,7.0,0.0,1858.8930000000005,0.0,4881.411,1.0590000000000002,23.195,1174.717,0.0,377.687,0.0
23,1.0,44.0,7.0,0.8,-1.2,0.07998620207306051,10526.846000194553,0.0,0.0,1976.138,94.093,3336.5920000000006,0.0,0.0,596.807,34.234,214.648,0.0
24,1.0,45.0,7.25,0.75,-0.75,0.07224906147031816,11750.80900096893,0.0,0.0,2186.4819999999995,0.0,6595.083000000001,0.0,0.0,264.432,5.0310000000000015,352.392,0.0
25,1.0,46.0,8.0,1.0,-1.25,0.014021328954370723,2005.7509992122657,0.0,0.0,249.392,82.413,1096.7949999999998,0.0,0.0,34.502,0.0,0.0,0.0
26,1.0,47.0,7.2,0.6,-1.2,0.08388731446988418,17985.44799923897,1.0,1.0,6265.5560000000005,89.32300000000001,6486.284000000001,0.0,0.0,2921.985,29.104,986.014,0.0
27,1.0,48.0,6.4,0.8,0.0,0.09011215278072526,13585.222998380666,8.0,1.0,944.5219999999999,13.043,6224.231,0.0,0.0,4428.210000000001,8.363,279.79299999999995,0.0
28,1.0,49.0,7.2,0.5,0.75,0.11611033612712222,12522.474998950958,0.0,1.0,426.734,0.0,5175.0160000000005,0.0,0.0,1912.8519999999999,0.0,223.58700000000002,0.0
29,1.0,50.0,6.6,0.6,-0.4,0.05691785667209682,15018.480000734338,2.0,0.0,142.241,0.0,11853.339,0.0,0.0,2107.1459999999997,0.0,49.718,0.0
30,1.0,51.0,6.8,0.8,-0.8,0.09403300669497609,13490.728999614706,1.0,0.0,774.3540000000002,119.163,5341.656999999999,0.0,0.0,1993.9220000000003,63.873999999999995,88.68,0.0
31,1.0,52.0,7.8,1.0,-0.2,0.09943191172384026,13293.2480006218,1.0,0.0,469.274,95.629,2728.26,29.084,0.0,396.67199999999997,128.89,305.796,0.0
32,1.0,53.0,7.25,0.75,-0.25,0.07481624304311597,8343.518000364305,2.0,2.0,727.492,10.606000000000002,4984.724000000001,0.0,0.0,2237.7419999999997,0.0,121.03500000000001,0.0
33,1.0,54.0,7.6,1.0,-0.25,0.10204105896824718,3832.9909992218018,2.0,0.0,74.88000000000001,33.266,2004.3470000000002,0.0,0.0,428.97200000000004,68.278,210.882,0.0
34,1.0,55.0,7.4,1.0,0.2,0.09192955182229205,15490.269999265667,2.0,0.0,1101.017,38.453,11360.913,0.0,0.0,1422.5479999999998,0.0,423.215,0.0
35,1.0,56.0,7.6,1.0,0.2,0.04598568913376553,14535.339999437332,1.0,0.0,347.427,18.051,8928.472000000002,0.0,0.0,526.598,0.0,246.944,0.0
36,1.0,57.0,7.6,1.0,-0.4,0.0509029881940343,22086.478000164043,1.0,0.0,4464.975,209.937,9692.133000000002,0.0,0.0,2688.5360000000005,51.184,716.1970000000001,0.0
37,1.0,58.0,7.2,0.8,-0.2,0.10906106363682748,13973.941999673845,2.0,1.0,650.832,21.070999999999998,7279.144,0.0,0.0,2227.694,63.31600000000001,347.97400000000005,0.0
38,1.0,59.0,7.6,1.0,-0.2,0.21424877162423497,15482.018999338148,3.0,4.0,125.556,27.266999999999996,2567.857,0.0,0.0,2368.377,470.773,315.7629999999999,0.0
39,1.0,60.0,7.5,1.0,0.0,0.030478923798963695,5700.562000036243,0.0,0.0,1510.221,0.0,2431.498,0.0,0.0,27.47,0.0,60.337999999999994,0.0
40,1.0,61.0,7.6,0.8,-0.8,0.0196753225383989,10807.829999685284,2.0,0.0,1548.4379999999999,465.2530000000001,4697.372,0.0,0.0,2423.9329999999995,0.0,380.1930000000001,0.0
41,1.0,62.0,7.0,1.0,-0.25,0.10275824852950448,7873.291999101639,0.0,0.0,1562.533,0.0,3834.6449999999995,333.305,0.0,411.485,41.982,410.436,0.0
42,1.0,63.0,7.8,0.75,-0.4,0.15105145904074724,9175.6049990654,1.0,0.0,504.862,375.02200000000005,3550.6180000000004,0.0,0.0,89.166,272.79800000000006,112.29499999999999,0.0
43,1.0,64.0,8.0,1.0,-0.4,0.03706526814765704,15516.951998472214,7.0,4.0,470.866,1321.104,8191.41,0.0,28.098000000000006,4918.942,0.0,269.56899999999996,0.0
44,1.0,65.0,7.6,1.0,-0.2,0.07734101929677568,15088.519000768661,0.0,0.0,352.88800000000003,1069.748,7925.918,0.0,0.0,771.266,0.0,11.083,0.0
45,1.0,66.0,8.0,1.0,-0.2,0.07174088489517205,8186.036000728605,0.0,1.0,2761.9500000000003,296.313,4539.775999999999,0.0,0.0,205.60199999999998,143.631,125.60500000000002,0.0
46,1.0,67.0,8.0,1.0,-0.5,0.1361918083770384,5889.194999456404,0.0,0.0,928.4060000000001,0.0,3381.6890000000003,0.0,0.0,494.67700000000013,0.0,0.0,0.0
47,1.0,22.0,,,,0.08154761904761905,2275.94400024414,1.0,0.0,350.856,0.0,2168.229,0.0,0.0,807.731,0.0,21.073999999999998,0.0
48,1.0,68.0,,,,0.007842595452107337,1788.7339999675771,0.0,0.0,318.514,0.0,826.787,0.0,0.0,25.104,0.0,264.3310000000001,0.0
49,1.0,-9.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1.0,-8.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.0,-7.0,,,,,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.0,-6.0,,,,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.0,-4.0,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1.0,-1.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1.0,2.0,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.0,5.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.0,7.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.0,8.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1.0,9.0,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1.0,12.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1.0,13.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1.0,14.0,,,,,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1.0,15.0,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1.0,16.0,,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1.0,20.0,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1.0,21.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1.0,-5.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1.0,3.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.0,17.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1.0,18.0,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1.0,19.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2.0,0.0,6.333333333333333,0.0,0.0,,4902.626999616626,4.0,1.0,88.39200000000002,0.0,3151.8289999999997,0.0,0.0,181.591,0.0,0.0,0.0
73,2.0,1.0,6.75,0.5,0.5,0.16806841495032573,10159.769001245495,4.0,0.0,2511.178,0.0,4518.116,0.0,0.0,103.02799999999999,0.0,0.0,0.0
74,2.0,2.0,8.2,0.8,0.6,0.21948438425543756,4512.4710013866425,15.0,1.0,88.943,0.0,3933.081,0.0,0.0,212.36399999999998,0.0,0.0,0.0
75,2.0,3.0,6.8,0.4,0.4,0.31563175685064315,8182.757000207905,5.0,1.0,196.13899999999998,0.0,2596.9889999999996,0.0,0.0,47.815,567.165,0.0,0.0
76,2.0,4.0,7.25,0.75,-0.5,0.23902496021034736,4360.334001302721,10.0,1.0,148.18000000000004,0.0,2154.3709999999996,0.0,0.0,131.59799999999998,0.0,0.0,0.0
77,2.0,5.0,7.5,0.75,-0.75,0.28962792490010747,11155.850999116894,10.0,1.0,459.604,0.0,2858.4460000000004,0.0,0.0,388.02099999999996,442.29600000000005,0.0,0.0
78,2.0,6.0,6.5,-0.5,-1.0,0.44604368683290135,7589.562002897265,25.0,1.0,662.9110000000001,0.0,1852.256,0.0,0.0,408.66700000000003,780.617,0.0,0.0
79,2.0,7.0,6.25,0.0,-1.0,0.26969715703353236,4528.527000665666,8.0,1.0,388.098,0.0,1839.899,0.0,0.0,171.994,1263.1889999999996,0.0,0.0
80,2.0,8.0,6.4,-0.2,0.2,0.15612466250149995,2766.6489994525905,5.0,0.0,532.013,0.0,3012.181000000001,0.0,0.0,232.80100000000002,0.0,0.0,0.0
81,2.0,9.0,7.75,0.75,-1.25,0.23051365485645378,4637.388000011446,7.0,0.0,459.58899999999994,0.0,2788.7509999999997,0.0,0.0,148.447,0.0,0.0,0.0
82,2.0,10.0,7.2,0.4,-1.2,0.29395346240584214,6069.630000829695,5.0,0.0,767.145,0.0,2533.8489999999997,0.0,0.0,1562.0230000000001,0.0,0.0,0.0
83,2.0,11.0,7.25,0.5,0.0,0.228849008922151,5746.980998754501,3.0,0.0,490.78100000000006,0.0,2997.043,0.0,0.0,81.366,0.0,67.16300000000001,0.0
84,2.0,12.0,6.8,0.6,-0.6,0.26159832807813954,3969.580999135972,8.0,2.0,707.6400000000001,0.0,1245.127,0.0,0.0,2717.215,0.0,0.0,0.0
85,2.0,13.0,7.25,0.25,-0.75,0.432469355060395,4403.242997646334,4.0,0.0,1063.268,0.0,2141.489,0.0,0.0,523.8539999999999,501.64400000000006,0.0,0.0
86,2.0,14.0,7.0,0.75,-1.0,0.24188730879396783,3937.0419988632193,10.0,1.0,1278.594,0.0,1110.856,0.0,0.0,322.901,0.0,0.0,0.0
87,2.0,15.0,7.2,0.4,-0.8,0.15637292366427655,4774.1459991931915,14.0,2.0,354.96500000000003,0.0,2481.3219999999997,0.0,0.0,2038.631,0.0,0.0,0.0
88,2.0,16.0,7.4,0.8,-0.2,0.2619605321890544,3297.7379970550546,2.0,1.0,76.976,0.0,1322.6100000000001,0.0,0.0,191.12099999999998,345.20000000000005,0.0,0.0
89,2.0,17.0,6.4,-0.2,-0.6,0.31912056179963355,6883.828001737593,2.0,0.0,1021.4540000000001,0.0,2942.4230000000002,0.0,0.0,317.901,0.0,0.0,0.0
90,2.0,18.0,5.75,0.0,-0.25,0.3225058399099886,6814.300000905991,2.0,0.0,548.787,0.0,3595.4309999999996,0.0,0.0,122.42099999999999,318.294,0.0,0.0
91,2.0,19.0,6.4,0.2,-1.2,0.22727035660896044,3653.370000839234,5.0,0.0,809.7279999999998,0.0,2809.436,0.0,0.0,141.32,0.0,0.0,0.0
92,2.0,20.0,7.4,0.6,0.0,0.32191972248052525,13067.926001548763,9.0,1.0,794.484,0.0,2309.659,0.0,0.0,258.611,388.07099999999997,0.0,0.0
93,2.0,21.0,4.5,-1.25,-1.0,0.21520952016085249,3649.9679985046396,6.0,0.0,618.98,0.0,1224.3220000000001,0.0,0.0,391.54200000000003,0.0,0.0,0.0
94,2.0,22.0,6.8,0.6,0.0,0.13652373439609958,6366.526998281479,2.0,0.0,737.9159999999999,0.0,3761.1790000000005,0.0,0.0,2008.1840000000002,0.0,0.0,0.0
95,2.0,23.0,6.25,0.5,-0.25,0.26195103762156396,4079.1519994735736,10.0,1.0,193.47999999999996,0.0,2265.855,0.0,0.0,636.2529999999999,0.0,0.0,0.0
96,2.0,24.0,7.25,0.25,-0.5,0.24720984804489024,5757.426000595091,12.0,1.0,627.236,0.0,2255.545,0.0,0.0,294.321,0.0,0.0,0.0
97,2.0,25.0,7.25,0.75,0.25,0.2607506038432932,7844.2389986515045,1.0,1.0,695.324,0.0,2726.237,0.0,0.0,566.807,525.113,2.045,0.0
98,2.0,26.0,6.5,0.5,-0.5,0.4244814273084369,5810.030001163483,7.0,1.0,700.7239999999999,0.0,2343.7930000000006,0.0,0.0,319.645,630.9290000000001,0.0,0.0
99,2.0,27.0,6.0,-1.0,-2.0,0.3783017333120427,3658.819001197815,6.0,1.0,0.0,0.0,1516.7670000000003,0.0,0.0,157.19199999999998,362.185,6.985999999999999,0.0
100,2.0,28.0,7.2,0.4,-0.6,0.28982011828279997,2174.8709976673135,1.0,0.0,371.5200000000001,0.0,855.2189999999998,0.0,0.0,123.07099999999998,159.64600000000002,0.0,0.0
101,2.0,29.0,8.0,1.0,0.75,0.18707405017212794,2773.0430009365086,8.0,7.0,95.772,0.0,1822.4769999999999,0.0,0.0,56.817,0.0,84.488,0.0
102,2.0,30.0,7.25,0.5,-0.5,0.1736288831786874,701.2870004177096,14.0,1.0,19.658,0.0,445.9169999999999,0.0,0.0,25.386000000000003,0.0,0.0,0.0
103,2.0,31.0,6.666666666666667,0.3333333333333333,-0.3333333333333333,0.3532763532763534,109.28399968147278,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2.0,32.0,6.5,0.0,0.25,0.4700854700854705,41.23499965667722,10.0,7.0,0.0,0.0,37.601,0.0,0.0,0.0,0.0,0.0,0.0
105,2.0,33.0,6.5,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2.0,34.0,5.666666666666667,-0.3333333333333333,-0.6666666666666666,0.5,187.3220000267031,1.0,0.0,0.0,0.0,72.341,0.0,0.0,0.0,0.0,0.0,0.0
107,2.0,35.0,5.0,0.0,-0.6666666666666666,,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2.0,36.0,5.5,-0.5,-0.5,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2.0,37.0,5.666666666666667,-0.3333333333333333,-1.3333333333333333,0.075,13.08000016212468,15.0,2.0,0.0,0.0,0.0,0.0,0.0,106.887,0.0,0.0,0.0
110,2.0,38.0,5.5,0.5,0.0,0.14285714285714302,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2.0,39.0,7.0,-0.5,-0.5,0.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2.0,40.0,9.0,1.0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2.0,-2.0,,,,,1605.1650004386909,6.0,0.0,160.458,0.0,1025.031,0.0,0.0,28.630999999999997,0.0,0.0,0.0
114,2.0,-1.0,,,,,5309.255001068115,7.0,0.0,351.694,0.0,2198.703,0.0,0.0,0.0,125.69999999999999,0.0,0.0
115,2.0,-27.0,,,,,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2.0,-26.0,,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2.0,-25.0,,,,,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2.0,-24.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2.0,-23.0,,,,,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2.0,-22.0,,,,,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2.0,-21.0,,,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2.0,-20.0,,,,,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2.0,-19.0,,,,,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2.0,-18.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2.0,-17.0,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2.0,-16.0,,,,,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2.0,-15.0,,,,,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2.0,-14.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2.0,-13.0,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2.0,-12.0,,,,,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2.0,-11.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2.0,-10.0,,,,,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2.0,-9.0,,,,,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2.0,-8.0,,,,,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2.0,-7.0,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2.0,-6.0,,,,,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2.0,-5.0,,,,,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2.0,-4.0,,,,,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,2.0,-3.0,,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,3.0,0.0,9.0,2.0,1.0,,1664.9540009498596,5.0,2.0,946.0170000000002,0.0,1724.7390000000003,0.0,10.046,0.0,0.0,0.0,0.0
141,3.0,1.0,7.8,1.0,0.8,0.1913883086450861,2643.5370004177103,8.0,1.0,3915.524,0.0,458.49499999999995,0.0,0.0,0.0,168.54500000000002,4.35,0.0
142,3.0,2.0,8.2,1.2,-0.2,0.1002466983942117,5048.337000608444,1.0,1.0,1741.3909999999996,36.364,1503.1219999999998,0.0,161.998,0.0,275.405,0.0,44.854
143,3.0,3.0,7.8,1.4,-0.6,0.09074022242156699,6248.045999526979,3.0,0.0,3908.0429999999997,105.217,2282.3360000000002,0.0,125.32499999999999,0.0,0.0,5.136,0.0
144,3.0,4.0,7.8,1.2,-0.4,0.13276828552349199,3791.1120002269754,6.0,1.0,1351.4160000000002,447.543,1305.098,0.0,141.076,0.0,0.0,28.843,0.0
145,3.0,5.0,8.25,1.0,0.5,0.0911532011403041,3985.9769988059993,1.0,0.0,2355.8729999999996,87.141,1294.7890000000002,0.0,20.684,0.0,12.84,0.0,0.0
146,3.0,6.0,7.75,0.5,0.25,0.10319575369873081,3275.6320016384116,3.0,1.0,1653.7569999999998,0.0,931.6619999999999,0.0,13.437,0.0,0.0,17.490000000000002,0.0
147,3.0,7.0,8.0,1.5,-0.5,0.10467928797906655,3250.441998243332,3.0,0.0,3351.7909999999997,0.0,940.879,0.0,46.206,0.0,0.0,7.045,0.0
148,3.0,8.0,8.6,1.6,-0.2,0.1633773377586506,2261.3910005092634,0.0,1.0,2529.2280000000005,49.371,152.928,0.0,0.0,0.0,0.0,0.0,0.0
149,3.0,9.0,8.4,1.0,-0.2,0.16465071526667882,3568.718999385834,1.0,0.0,2039.814,0.0,1223.623,0.0,26.284,0.0,0.0,0.0,31.955000000000002
150,3.0,10.0,7.4,0.6,0.4,0.0836335845955087,9398.243999958038,3.0,1.0,1699.4680000000003,77.49100000000001,4412.6849999999995,0.0,0.0,0.0,0.0,5.16,0.0
151,3.0,11.0,7.6,0.4,0.4,0.09741434014631097,3205.793999433517,2.0,0.0,1626.5539999999999,58.64100000000001,711.7979999999999,0.0,62.489999999999995,0.0,0.0,0.0,0.0
152,3.0,12.0,7.4,0.6,0.2,0.0786881382869165,3364.2400007247934,2.0,0.0,1981.5039999999997,65.43900000000001,820.558,0.0,18.698999999999998,0.0,54.144999999999996,0.0,0.0
153,3.0,13.0,7.8,1.0,0.0,0.08363645439998375,2312.74599981308,1.0,0.0,2093.1599999999994,72.103,685.184,0.0,0.0,0.0,0.0,29.197000000000003,0.0
154,3.0,14.0,7.8,1.4,0.2,0.0871065604162596,3231.443998813628,0.0,3.0,1371.565,47.284,804.0909999999999,0.0,6.1629999999999985,0.0,0.0,0.0,0.0
155,3.0,15.0,7.6,1.0,1.2,0.11442793762963631,3852.6619989871942,6.0,0.0,2295.814,0.0,1110.4039999999998,0.0,106.48599999999999,0.0,19.695999999999998,0.0,0.0
156,3.0,16.0,6.8,0.8,0.2,0.07677201548523707,6028.5489985942895,0.0,0.0,4234.2,0.0,730.3430000000001,0.0,0.0,0.0,0.0,0.0,0.0
157,3.0,17.0,7.4,1.0,0.2,0.14406393678902962,5035.644999742507,2.0,0.0,2513.8120000000004,88.197,1787.4450000000002,0.0,124.68100000000001,0.0,0.0,0.0,0.0
158,3.0,18.0,7.4,1.2,0.4,0.10383088896536452,4475.891999959949,2.0,1.0,1307.637,27.089,683.3639999999999,0.0,1494.864,0.0,0.0,0.0,0.0
159,3.0,19.0,7.8,1.0,0.6,0.09212223330522189,1773.7219996452322,0.0,0.0,984.3600000000001,31.735,763.865,0.0,16.27,0.0,0.0,0.0,0.0
160,3.0,20.0,7.4,1.0,0.4,0.1080663991151945,7018.261001348492,0.0,2.0,2776.3279999999995,0.0,1778.979,0.0,5.2170000000000005,13.22,0.0,0.0,0.0
161,3.0,21.0,7.6,1.0,0.2,0.12018808327176551,4983.920999288562,0.0,0.0,3128.489,17.149,1698.8980000000001,0.0,9.16,0.0,0.0,4.513,0.0
162,3.0,22.0,7.666666666666667,1.0,0.3333333333333333,0.12703734227128452,2492.817999362946,6.0,0.0,12054.725999999999,0.0,229.648,0.0,0.0,0.0,0.0,9.33,0.0
163,3.0,23.0,7.4,1.0,0.2,0.07813754216620178,7752.552998781202,1.0,1.0,3217.9339999999997,0.0,2391.052,0.0,643.756,0.0,0.0,0.0,0.0
164,3.0,24.0,7.0,0.8,0.0,0.09289626571780712,4230.44700026512,0.0,1.0,1152.669,28.19,3571.217,0.0,8.073,41.365,0.0,17.303,0.0
165,3.0,25.0,7.6,0.8,0.2,0.11955499852139129,3964.784998178483,6.0,0.0,1850.0420000000001,0.0,2245.302,0.0,6.025,0.0,0.0,0.0,0.0
